"geocodigoFundar","geonombreFundar","year","poverty_line","poverty_rate"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2022","8.30000","0.11967"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2023","8.30000","0.10120"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2024","8.30000","0.09553"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2025","8.30000","0.09121"
"LAC","América Latina y el Caribe","1981","8.30000","0.57348"
"LAC","América Latina y el Caribe","1982","8.30000","0.57861"
"LAC","América Latina y el Caribe","1983","8.30000","0.61186"
"LAC","América Latina y el Caribe","1984","8.30000","0.60982"
"LAC","América Latina y el Caribe","1985","8.30000","0.59638"
"LAC","América Latina y el Caribe","1986","8.30000","0.53311"
"LAC","América Latina y el Caribe","1987","8.30000","0.56770"
"LAC","América Latina y el Caribe","1988","8.30000","0.57119"
"LAC","América Latina y el Caribe","1989","8.30000","0.56853"
"LAC","América Latina y el Caribe","1990","8.30000","0.58727"
"LAC","América Latina y el Caribe","1991","8.30000","0.58390"
"LAC","América Latina y el Caribe","1992","8.30000","0.58812"
"LAC","América Latina y el Caribe","1993","8.30000","0.58485"
"LAC","América Latina y el Caribe","1994","8.30000","0.57252"
"LAC","América Latina y el Caribe","1995","8.30000","0.56318"
"LAC","América Latina y el Caribe","1996","8.30000","0.57123"
"LAC","América Latina y el Caribe","1997","8.30000","0.56043"
"LAC","América Latina y el Caribe","1998","8.30000","0.55484"
"LAC","América Latina y el Caribe","1999","8.30000","0.56273"
"LAC","América Latina y el Caribe","2000","8.30000","0.54254"
"LAC","América Latina y el Caribe","2001","8.30000","0.53539"
"LAC","América Latina y el Caribe","2002","8.30000","0.53724"
"LAC","América Latina y el Caribe","2003","8.30000","0.53154"
"LAC","América Latina y el Caribe","2004","8.30000","0.51682"
"LAC","América Latina y el Caribe","2005","8.30000","0.49062"
"LAC","América Latina y el Caribe","2006","8.30000","0.45381"
"LAC","América Latina y el Caribe","2007","8.30000","0.43345"
"LAC","América Latina y el Caribe","2008","8.30000","0.41294"
"LAC","América Latina y el Caribe","2009","8.30000","0.40987"
"LAC","América Latina y el Caribe","2010","8.30000","0.39007"
"LAC","América Latina y el Caribe","2011","8.30000","0.36913"
"LAC","América Latina y el Caribe","2012","8.30000","0.35630"
"LAC","América Latina y el Caribe","2013","8.30000","0.34472"
"LAC","América Latina y el Caribe","2014","8.30000","0.33917"
"LAC","América Latina y el Caribe","2015","8.30000","0.32454"
"LAC","América Latina y el Caribe","2016","8.30000","0.32166"
"LAC","América Latina y el Caribe","2017","8.30000","0.31638"
"LAC","América Latina y el Caribe","2018","8.30000","0.31157"
"LAC","América Latina y el Caribe","2019","8.30000","0.30847"
"LAC","América Latina y el Caribe","2020","8.30000","0.31106"
"LAC","América Latina y el Caribe","2021","8.30000","0.31675"
"LAC","América Latina y el Caribe","2022","8.30000","0.28550"
"LAC","América Latina y el Caribe","2023","8.30000","0.27290"
"LAC","América Latina y el Caribe","2024","8.30000","0.26914"
"LAC","América Latina y el Caribe","2025","8.30000","0.26538"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1981","8.30000","0.70501"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1982","8.30000","0.70292"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1983","8.30000","0.69674"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1984","8.30000","0.68885"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1985","8.30000","0.68264"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1986","8.30000","0.68848"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1987","8.30000","0.69921"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1988","8.30000","0.69728"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1989","8.30000","0.70655"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1990","8.30000","0.67844"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1991","8.30000","0.69103"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1992","8.30000","0.67963"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1993","8.30000","0.67450"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1994","8.30000","0.67267"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1995","8.30000","0.67354"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1996","8.30000","0.65754"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1997","8.30000","0.64132"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1998","8.30000","0.60936"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1999","8.30000","0.59649"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2000","8.30000","0.57567"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2001","8.30000","0.57571"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2002","8.30000","0.57156"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2003","8.30000","0.58245"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2004","8.30000","0.54723"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2005","8.30000","0.54379"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2006","8.30000","0.53769"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2007","8.30000","0.53026"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2008","8.30000","0.52189"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2009","8.30000","0.50378"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2010","8.30000","0.49042"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2011","8.30000","0.48096"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2012","8.30000","0.47830"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2013","8.30000","0.49086"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2014","8.30000","0.49355"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2015","8.30000","0.48696"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2016","8.30000","0.49530"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2017","8.30000","0.49510"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2018","8.30000","0.49750"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2019","8.30000","0.49904"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2020","8.30000","0.53031"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2021","8.30000","0.51446"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2022","8.30000","0.49838"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2023","8.30000","0.49014"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2024","8.30000","0.48981"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2025","8.30000","0.48707"
"OHI","Países de altos ingresos","1981","8.30000","0.05589"
"OHI","Países de altos ingresos","1982","8.30000","0.05384"
"OHI","Países de altos ingresos","1983","8.30000","0.05093"
"OHI","Países de altos ingresos","1984","8.30000","0.04794"
"OHI","Países de altos ingresos","1985","8.30000","0.04500"
"OHI","Países de altos ingresos","1986","8.30000","0.04156"
"OHI","Países de altos ingresos","1987","8.30000","0.03663"
"OHI","Países de altos ingresos","1988","8.30000","0.03219"
"OHI","Países de altos ingresos","1989","8.30000","0.02804"
"OHI","Países de altos ingresos","1990","8.30000","0.02611"
"OHI","Países de altos ingresos","1991","8.30000","0.02606"
"OHI","Países de altos ingresos","1992","8.30000","0.02642"
"OHI","Países de altos ingresos","1993","8.30000","0.02732"
"OHI","Países de altos ingresos","1994","8.30000","0.02649"
"OHI","Países de altos ingresos","1995","8.30000","0.02463"
"OHI","Países de altos ingresos","1996","8.30000","0.02283"
"OHI","Países de altos ingresos","1997","8.30000","0.02272"
"OHI","Países de altos ingresos","1998","8.30000","0.02237"
"OHI","Países de altos ingresos","1999","8.30000","0.01983"
"OHI","Países de altos ingresos","2000","8.30000","0.01969"
"OHI","Países de altos ingresos","2001","8.30000","0.01965"
"OHI","Países de altos ingresos","2002","8.30000","0.01979"
"OHI","Países de altos ingresos","2003","8.30000","0.01934"
"OHI","Países de altos ingresos","2004","8.30000","0.01869"
"OHI","Países de altos ingresos","2005","8.30000","0.01872"
"OHI","Países de altos ingresos","2006","8.30000","0.01827"
"OHI","Países de altos ingresos","2007","8.30000","0.01729"
"OHI","Países de altos ingresos","2008","8.30000","0.01755"
"OHI","Países de altos ingresos","2009","8.30000","0.01775"
"OHI","Países de altos ingresos","2010","8.30000","0.01762"
"OHI","Países de altos ingresos","2011","8.30000","0.01883"
"OHI","Países de altos ingresos","2012","8.30000","0.01928"
"OHI","Países de altos ingresos","2013","8.30000","0.02021"
"OHI","Países de altos ingresos","2014","8.30000","0.01851"
"OHI","Países de altos ingresos","2015","8.30000","0.01852"
"OHI","Países de altos ingresos","2016","8.30000","0.01782"
"OHI","Países de altos ingresos","2017","8.30000","0.01697"
"OHI","Países de altos ingresos","2018","8.30000","0.01741"
"OHI","Países de altos ingresos","2019","8.30000","0.01666"
"OHI","Países de altos ingresos","2020","8.30000","0.01526"
"OHI","Países de altos ingresos","2021","8.30000","0.01258"
"OHI","Países de altos ingresos","2022","8.30000","0.01633"
"OHI","Países de altos ingresos","2023","8.30000","0.01549"
"OHI","Países de altos ingresos","2024","8.30000","0.01541"
"OHI","Países de altos ingresos","2025","8.30000","0.01502"
"SAS","Asia del Sur (BM)","1981","8.30000","0.97568"
"SAS","Asia del Sur (BM)","1982","8.30000","0.97505"
"SAS","Asia del Sur (BM)","1983","8.30000","0.97290"
"SAS","Asia del Sur (BM)","1984","8.30000","0.97206"
"SAS","Asia del Sur (BM)","1985","8.30000","0.97098"
"SAS","Asia del Sur (BM)","1986","8.30000","0.97030"
"SAS","Asia del Sur (BM)","1987","8.30000","0.97008"
"SAS","Asia del Sur (BM)","1988","8.30000","0.97012"
"SAS","Asia del Sur (BM)","1989","8.30000","0.97048"
"SAS","Asia del Sur (BM)","1990","8.30000","0.97076"
"SAS","Asia del Sur (BM)","1991","8.30000","0.97116"
"SAS","Asia del Sur (BM)","1992","8.30000","0.97036"
"SAS","Asia del Sur (BM)","1993","8.30000","0.97006"
"SAS","Asia del Sur (BM)","1994","8.30000","0.96785"
"SAS","Asia del Sur (BM)","1995","8.30000","0.96598"
"SAS","Asia del Sur (BM)","1996","8.30000","0.96415"
"SAS","Asia del Sur (BM)","1997","8.30000","0.96253"
"SAS","Asia del Sur (BM)","1998","8.30000","0.96070"
"SAS","Asia del Sur (BM)","1999","8.30000","0.95942"
"SAS","Asia del Sur (BM)","2000","8.30000","0.95912"
"SAS","Asia del Sur (BM)","2001","8.30000","0.95919"
"SAS","Asia del Sur (BM)","2002","8.30000","0.95834"
"SAS","Asia del Sur (BM)","2003","8.30000","0.95592"
"SAS","Asia del Sur (BM)","2004","8.30000","0.95285"
"SAS","Asia del Sur (BM)","2005","8.30000","0.94991"
"SAS","Asia del Sur (BM)","2006","8.30000","0.94644"
"SAS","Asia del Sur (BM)","2007","8.30000","0.94339"
"SAS","Asia del Sur (BM)","2008","8.30000","0.94057"
"SAS","Asia del Sur (BM)","2009","8.30000","0.93922"
"SAS","Asia del Sur (BM)","2010","8.30000","0.93092"
"SAS","Asia del Sur (BM)","2011","8.30000","0.92031"
"SAS","Asia del Sur (BM)","2012","8.30000","0.91196"
"SAS","Asia del Sur (BM)","2013","8.30000","0.90581"
"SAS","Asia del Sur (BM)","2014","8.30000","0.89785"
"SAS","Asia del Sur (BM)","2015","8.30000","0.88764"
"SAS","Asia del Sur (BM)","2016","8.30000","0.87609"
"SAS","Asia del Sur (BM)","2017","8.30000","0.86379"
"SAS","Asia del Sur (BM)","2018","8.30000","0.85120"
"SAS","Asia del Sur (BM)","2019","8.30000","0.84423"
"SAS","Asia del Sur (BM)","2020","8.30000","0.85169"
"SAS","Asia del Sur (BM)","2021","8.30000","0.83822"
"SAS","Asia del Sur (BM)","2022","8.30000","0.82053"
"SAS","Asia del Sur (BM)","2023","8.30000","0.80128"
"SAS","Asia del Sur (BM)","2024","8.30000","0.78112"
"SAS","Asia del Sur (BM)","2025","8.30000","0.76051"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1981","8.30000","0.88679"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1982","8.30000","0.89134"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1983","8.30000","0.89766"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1984","8.30000","0.90030"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1985","8.30000","0.90079"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1986","8.30000","0.90144"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1987","8.30000","0.90244"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1988","8.30000","0.90219"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1989","8.30000","0.90262"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1990","8.30000","0.90311"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1991","8.30000","0.90580"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1992","8.30000","0.90887"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1993","8.30000","0.91539"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1994","8.30000","0.91660"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1995","8.30000","0.91490"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1996","8.30000","0.91207"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1997","8.30000","0.91109"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1998","8.30000","0.91257"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1999","8.30000","0.91478"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2000","8.30000","0.91579"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2001","8.30000","0.91552"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2002","8.30000","0.91414"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2003","8.30000","0.91500"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2004","8.30000","0.91072"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2005","8.30000","0.90703"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2006","8.30000","0.90097"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2007","8.30000","0.89744"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2008","8.30000","0.89280"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2009","8.30000","0.89161"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2010","8.30000","0.88703"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2011","8.30000","0.88429"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2012","8.30000","0.88152"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2013","8.30000","0.87792"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2014","8.30000","0.87361"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2015","8.30000","0.87320"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2016","8.30000","0.87362"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2017","8.30000","0.87394"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2018","8.30000","0.87465"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2019","8.30000","0.87612"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2020","8.30000","0.88484"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2021","8.30000","0.88531"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2022","8.30000","0.88395"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2023","8.30000","0.88349"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2024","8.30000","0.88309"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2025","8.30000","0.87993"
"WLD","Mundo","1981","8.30000","0.69693"
"WLD","Mundo","1982","8.30000","0.69897"
"WLD","Mundo","1983","8.30000","0.70222"
"WLD","Mundo","1984","8.30000","0.70304"
"WLD","Mundo","1985","8.30000","0.70271"
"WLD","Mundo","1986","8.30000","0.69875"
"WLD","Mundo","1987","8.30000","0.70238"
"WLD","Mundo","1988","8.30000","0.70284"
"WLD","Mundo","1989","8.30000","0.70313"
"WLD","Mundo","1990","8.30000","0.70554"
"WLD","Mundo","1991","8.30000","0.70933"
"WLD","Mundo","1992","8.30000","0.71349"
"WLD","Mundo","1993","8.30000","0.71912"
"WLD","Mundo","1994","8.30000","0.72036"
"WLD","Mundo","1995","8.30000","0.71331"
"WLD","Mundo","1996","8.30000","0.71402"
"WLD","Mundo","1997","8.30000","0.70966"
"WLD","Mundo","1998","8.30000","0.70849"
"WLD","Mundo","1999","8.30000","0.71379"
"WLD","Mundo","2000","8.30000","0.70653"
"WLD","Mundo","2001","8.30000","0.70070"
"WLD","Mundo","2002","8.30000","0.69365"
"WLD","Mundo","2003","8.30000","0.68822"
"WLD","Mundo","2004","8.30000","0.67553"
"WLD","Mundo","2005","8.30000","0.66362"
"WLD","Mundo","2006","8.30000","0.65082"
"WLD","Mundo","2007","8.30000","0.63754"
"WLD","Mundo","2008","8.30000","0.62645"
"WLD","Mundo","2009","8.30000","0.61825"
"WLD","Mundo","2010","8.30000","0.60261"
"WLD","Mundo","2011","8.30000","0.58943"
"WLD","Mundo","2012","8.30000","0.57672"
"WLD","Mundo","2013","8.30000","0.55934"
"WLD","Mundo","2014","8.30000","0.54722"
"WLD","Mundo","2015","8.30000","0.53533"
"WLD","Mundo","2016","8.30000","0.52464"
"WLD","Mundo","2017","8.30000","0.51552"
"WLD","Mundo","2018","8.30000","0.50406"
"WLD","Mundo","2019","8.30000","0.49627"
"WLD","Mundo","2020","8.30000","0.50395"
"WLD","Mundo","2021","8.30000","0.48552"
"WLD","Mundo","2022","8.30000","0.47957"
"WLD","Mundo","2023","8.30000","0.46998"
"WLD","Mundo","2024","8.30000","0.46262"
"WLD","Mundo","2025","8.30000","0.45527"
