geocodigoFundar,geonombreFundar,anio,idha_subdimension,valor
POL,Polonia,2010,Democracia liberal,0.824
POL,Polonia,2010,PIB per cápita,0.7594113322711794
POL,Polonia,2010,Esperanza de vida,0.4822450899027087
POL,Polonia,2010,Total,0.5834163892021387
POL,Polonia,2015,Años de escolarización,0.5825570357617118
POL,Polonia,2015,Democracia liberal,0.8
POL,Polonia,2015,PIB per cápita,0.7838171726375229
POL,Polonia,2015,Esperanza de vida,0.5146211173529618
POL,Polonia,2015,Total,0.6584650130939994
POL,Polonia,2020,Años de escolarización,0.7757867792579572
POL,Polonia,2020,Democracia liberal,0.468
POL,Polonia,2020,PIB per cápita,0.8087147605212818
POL,Polonia,2020,Esperanza de vida,0.5001384369687379
POL,Polonia,2020,Total,0.6190396365726161
PRT,Portugal,1870,Años de escolarización,0.0115015330898075
PRT,Portugal,1870,Democracia liberal,0.145
PRT,Portugal,1870,PIB per cápita,0.378638127679964
PRT,Portugal,1870,Esperanza de vida,0.0676906461992145
PRT,Portugal,1870,Total,0.0808572906262484
PRT,Portugal,1880,Años de escolarización,0.0181644506334302
PRT,Portugal,1880,Democracia liberal,0.15
PRT,Portugal,1880,PIB per cápita,0.3767416136571102
PRT,Portugal,1880,Esperanza de vida,0.0776735954816393
PRT,Portugal,1880,Total,0.0944947395407817
PRT,Portugal,1890,Años de escolarización,0.0262690949393721
PRT,Portugal,1890,Democracia liberal,0.15
PRT,Portugal,1890,PIB per cápita,0.3968709603432279
PRT,Portugal,1890,Esperanza de vida,0.1046183842983947
PRT,Portugal,1890,Total,0.1130963072800144
PRT,Portugal,1900,Años de escolarización,0.0356385196779448
PRT,Portugal,1900,Democracia liberal,0.145
PRT,Portugal,1900,PIB per cápita,0.4072620227994459
PRT,Portugal,1900,Esperanza de vida,0.1103911001536878
PRT,Portugal,1900,Total,0.1234593279439308
PRT,Portugal,1913,Años de escolarización,0.041651921408043
PRT,Portugal,1913,Democracia liberal,0.185
PRT,Portugal,1913,PIB per cápita,0.4105487188716795
PRT,Portugal,1913,Esperanza de vida,0.1103911001536878
PRT,Portugal,1913,Total,0.1367024766720317
PRT,Portugal,1925,Años de escolarización,0.0480842784766433
PRT,Portugal,1925,Democracia liberal,0.184
PRT,Portugal,1925,PIB per cápita,0.4341860797819423
PRT,Portugal,1925,Esperanza de vida,0.1190166468896871
PRT,Portugal,1925,Total,0.1462265162077854
PRT,Portugal,1929,Años de escolarización,0.051425216296517
PRT,Portugal,1929,Democracia liberal,0.07
PRT,Portugal,1929,PIB per cápita,0.4516457253155306
PRT,Portugal,1929,Esperanza de vida,0.1285939888808332
PRT,Portugal,1929,Total,0.1202467050327685
PRT,Portugal,1933,Años de escolarización,0.0539807238870915
PRT,Portugal,1933,Democracia liberal,0.079
PRT,Portugal,1933,PIB per cápita,0.4635210225798494
PRT,Portugal,1933,Esperanza de vida,0.1459787421734163
PRT,Portugal,1933,Total,0.1303335462549475
PRT,Portugal,1938,Años de escolarización,0.0565540400365697
PRT,Portugal,1938,Democracia liberal,0.072
PRT,Portugal,1938,PIB per cápita,0.464943563362859
PRT,Portugal,1938,Esperanza de vida,0.1531343103534628
PRT,Portugal,1938,Total,0.1304869919089625
PRT,Portugal,1950,Años de escolarización,0.0673257669742412
PRT,Portugal,1950,Democracia liberal,0.074
PRT,Portugal,1950,PIB per cápita,0.4937688618394406
PRT,Portugal,1950,Esperanza de vida,0.2146688948120503
PRT,Portugal,1950,Total,0.1515920626114982
PRT,Portugal,1955,Años de escolarización,0.078116873677141
PRT,Portugal,1955,Democracia liberal,0.074
PRT,Portugal,1955,PIB per cápita,0.5215119983545706
PRT,Portugal,1955,Esperanza de vida,0.2427040167476846
PRT,Portugal,1955,Total,0.1644672612817936
PRT,Portugal,1960,Años de escolarización,0.0892328446423985
PRT,Portugal,1960,Democracia liberal,0.075
PRT,Portugal,1960,PIB per cápita,0.5503841403641344
PRT,Portugal,1960,Esperanza de vida,0.2723832860096024
PRT,Portugal,1960,Total,0.1779746271631641
PRT,Portugal,1965,Años de escolarización,0.1030067257166958
PRT,Portugal,1965,Democracia liberal,0.075
PRT,Portugal,1965,PIB per cápita,0.5992422002888163
PRT,Portugal,1965,Esperanza de vida,0.2957790706505627
PRT,Portugal,1965,Total,0.1923641637908702
PRT,Portugal,1970,Años de escolarización,0.1209647329719976
PRT,Portugal,1970,Democracia liberal,0.082
PRT,Portugal,1970,PIB per cápita,0.650506675330951
PRT,Portugal,1970,Esperanza de vida,0.3083936228315424
PRT,Portugal,1970,Total,0.2112065791404264
PRT,Portugal,1975,Años de escolarización,0.149141969770285
PRT,Portugal,1975,Democracia liberal,0.226
PRT,Portugal,1975,PIB per cápita,0.6788903171315176
PRT,Portugal,1975,Esperanza de vida,0.3334257525266661
PRT,Portugal,1975,Total,0.2955471441016672
PRT,Portugal,1980,Años de escolarización,0.1753347061475086
PRT,Portugal,1980,Democracia liberal,0.769
PRT,Portugal,1980,PIB per cápita,0.7131045668826738
PRT,Portugal,1980,Esperanza de vida,0.379365910975421
PRT,Portugal,1980,Total,0.4370201258230513
PRT,Portugal,1985,Años de escolarización,0.1750056467047233
PRT,Portugal,1985,Democracia liberal,0.812
PRT,Portugal,1985,PIB per cápita,0.7183088432157395
PRT,Portugal,1985,Esperanza de vida,0.4089547626924026
PRT,Portugal,1985,Total,0.4520106251418527
PRT,Portugal,1990,Años de escolarización,0.1878125696564521
PRT,Portugal,1990,Democracia liberal,0.822
PRT,Portugal,1990,PIB per cápita,0.7613808236852997
PRT,Portugal,1990,Esperanza de vida,0.4322831863515886
PRT,Portugal,1990,Total,0.4747792036460989
PRT,Portugal,1995,Años de escolarización,0.2167563158513987
PRT,Portugal,1995,Democracia liberal,0.817
PRT,Portugal,1995,PIB per cápita,0.7760637748305137
PRT,Portugal,1995,Esperanza de vida,0.4619559676131267
PRT,Portugal,1995,Total,0.5019644407609998
PRT,Portugal,2000,Años de escolarización,0.2481631311990384
PRT,Portugal,2000,Democracia liberal,0.817
PRT,Portugal,2000,PIB per cápita,0.804319013344714
PRT,Portugal,2000,Esperanza de vida,0.4968315558039875
PRT,Portugal,2000,Total,0.5335181591656651
PRT,Portugal,2005,Años de escolarización,0.2599180560376749
PRT,Portugal,2005,Democracia liberal,0.844
PRT,Portugal,2005,PIB per cápita,0.8079889307994216
PRT,Portugal,2005,Esperanza de vida,0.5445280838480233
PRT,Portugal,2005,Total,0.5573797004103476
PRT,Portugal,2010,Años de escolarización,0.272059512686364
PRT,Portugal,2010,Democracia liberal,0.842
PRT,Portugal,2010,PIB per cápita,0.8118861712104001
PRT,Portugal,2010,Esperanza de vida,0.6161320946302142
PRT,Portugal,2010,Total,0.581816784587194
PRT,Portugal,2015,Años de escolarización,0.3311946656123512
PRT,Portugal,2015,Democracia liberal,0.837
PRT,Portugal,2015,PIB per cápita,0.8077182363730426
PRT,Portugal,2015,Esperanza de vida,0.6807793306050257
PRT,Portugal,2015,Total,0.6248399086904312
PRT,Portugal,2020,Años de escolarización,0.3756228789630247
PRT,Portugal,2020,Democracia liberal,0.802
PRT,Portugal,2020,PIB per cápita,0.8120624568586384
PRT,Portugal,2020,Esperanza de vida,0.6711910993794146
PRT,Portugal,2020,Total,0.6365617026411536
PRY,Paraguay,1870,Años de escolarización,
PRY,Paraguay,1870,Democracia liberal,
PRY,Paraguay,1870,PIB per cápita,
PRY,Paraguay,1870,Esperanza de vida,
PRY,Paraguay,1870,Total,
PRY,Paraguay,1880,Años de escolarización,
PRY,Paraguay,1880,Democracia liberal,
PRY,Paraguay,1880,PIB per cápita,
PRY,Paraguay,1880,Esperanza de vida,
PRY,Paraguay,1880,Total,
PRY,Paraguay,1890,Años de escolarización,
PRY,Paraguay,1890,Democracia liberal,
PRY,Paraguay,1890,PIB per cápita,
PRY,Paraguay,1890,Esperanza de vida,
PRY,Paraguay,1890,Total,
PRY,Paraguay,1900,Años de escolarización,
PRY,Paraguay,1900,Democracia liberal,
PRY,Paraguay,1900,PIB per cápita,
PRY,Paraguay,1900,Esperanza de vida,
PRY,Paraguay,1900,Total,
PRY,Paraguay,1913,Años de escolarización,
PRY,Paraguay,1913,Democracia liberal,
PRY,Paraguay,1913,PIB per cápita,
PRY,Paraguay,1913,Esperanza de vida,
PRY,Paraguay,1913,Total,
PRY,Paraguay,1925,Años de escolarización,
PRY,Paraguay,1925,Democracia liberal,
PRY,Paraguay,1925,PIB per cápita,
PRY,Paraguay,1925,Esperanza de vida,
PRY,Paraguay,1925,Total,
PRY,Paraguay,1929,Años de escolarización,
PRY,Paraguay,1929,Democracia liberal,
PRY,Paraguay,1929,PIB per cápita,
PRY,Paraguay,1929,Esperanza de vida,
PRY,Paraguay,1929,Total,
PRY,Paraguay,1933,Años de escolarización,
PRY,Paraguay,1933,Democracia liberal,
PRY,Paraguay,1933,PIB per cápita,
PRY,Paraguay,1933,Esperanza de vida,
PRY,Paraguay,1933,Total,
PRY,Paraguay,1938,Años de escolarización,
PRY,Paraguay,1938,Democracia liberal,
PRY,Paraguay,1938,PIB per cápita,
PRY,Paraguay,1938,Esperanza de vida,
PRY,Paraguay,1938,Total,
PRY,Paraguay,1950,Años de escolarización,0.1055762824980711
PRY,Paraguay,1950,Democracia liberal,0.054
PRY,Paraguay,1950,PIB per cápita,0.4310999750218239
PRY,Paraguay,1950,Esperanza de vida,0.2552054330745592
PRY,Paraguay,1950,Total,0.1582548431369715
PRY,Paraguay,1955,Años de escolarización,0.1093020356785599
PRY,Paraguay,1955,Democracia liberal,0.045
PRY,Paraguay,1955,PIB per cápita,0.4358228586121216
PRY,Paraguay,1955,Esperanza de vida,0.2617096185538881
PRY,Paraguay,1955,Total,0.1539014152046455
PRY,Paraguay,1960,Años de escolarización,0.1182419971487284
PRY,Paraguay,1960,Democracia liberal,0.025
PRY,Paraguay,1960,PIB per cápita,0.4360660680991979
PRY,Paraguay,1960,Esperanza de vida,0.2696609794427209
PRY,Paraguay,1960,Total,0.1365433461976257
PRY,Paraguay,1965,Años de escolarización,0.123542249285043
PRY,Paraguay,1965,Democracia liberal,0.041
PRY,Paraguay,1965,PIB per cápita,0.4530500874861337
PRY,Paraguay,1965,Esperanza de vida,0.2793434628984487
PRY,Paraguay,1965,Total,0.159118627112586
PRY,Paraguay,1970,Años de escolarización,0.1366658432403649
PRY,Paraguay,1970,Democracia liberal,0.042
PRY,Paraguay,1970,PIB per cápita,0.4685657483674268
PRY,Paraguay,1970,Esperanza de vida,0.2888419001562557
PRY,Paraguay,1970,Total,0.166949453601413
PRY,Paraguay,1975,Años de escolarización,0.1493812502629506
PRY,Paraguay,1975,Democracia liberal,0.042
PRY,Paraguay,1975,PIB per cápita,0.5046764191409325
PRY,Paraguay,1975,Esperanza de vida,0.297911218672647
PRY,Paraguay,1975,Total,0.1752513260835516
PRY,Paraguay,1980,Años de escolarización,0.1617356648837077
PRY,Paraguay,1980,Democracia liberal,0.045
PRY,Paraguay,1980,PIB per cápita,0.5641734709562652
PRY,Paraguay,1980,Esperanza de vida,0.3045390247431672
PRY,Paraguay,1980,Total,0.1880478971547695
PRY,Paraguay,1985,Años de escolarización,0.1823733050632532
PRY,Paraguay,1985,Democracia liberal,0.045
PRY,Paraguay,1985,PIB per cápita,0.5586605508213628
PRY,Paraguay,1985,Esperanza de vida,0.3115388248918488
PRY,Paraguay,1985,Total,0.1944054748101948
PRY,Paraguay,1990,Años de escolarización,0.1919293277128857
PRY,Paraguay,1990,Democracia liberal,0.213
PRY,Paraguay,1990,PIB per cápita,0.5673285667316523
PRY,Paraguay,1990,Esperanza de vida,0.3204999916076878
PRY,Paraguay,1990,Total,0.2936269439560557
PRY,Paraguay,1995,Años de escolarización,0.2079041941133653
PRY,Paraguay,1995,Democracia liberal,0.389
PRY,Paraguay,1995,PIB per cápita,0.5811646486092025
PRY,Paraguay,1995,Esperanza de vida,0.3359471995196108
PRY,Paraguay,1995,Total,0.3544832889484242
PRY,Paraguay,2000,Años de escolarización,0.2171993505452962
PRY,Paraguay,2000,Democracia liberal,0.399
PRY,Paraguay,2000,PIB per cápita,0.5670062154974546
PRY,Paraguay,2000,Esperanza de vida,0.347313458944733
PRY,Paraguay,2000,Total,0.3614391670414306
PRY,Paraguay,2005,Años de escolarización,0.2587751908879723
PRY,Paraguay,2005,Democracia liberal,0.439
PRY,Paraguay,2005,PIB per cápita,0.5679375952244137
PRY,Paraguay,2005,Esperanza de vida,0.3598361672572025
PRY,Paraguay,2005,Total,0.3903445742483171
PRY,Paraguay,2010,Años de escolarización,0.2659388857173859
PRY,Paraguay,2010,Democracia liberal,0.513
PRY,Paraguay,2010,PIB per cápita,0.5963658810042874
PRY,Paraguay,2010,Esperanza de vida,0.3834810509909028
PRY,Paraguay,2010,Total,0.4202802451509105
PRY,Paraguay,2015,Años de escolarización,0.2886315505940866
PRY,Paraguay,2015,Democracia liberal,0.421
PRY,Paraguay,2015,PIB per cápita,0.6239752294386344
PRY,Paraguay,2015,Esperanza de vida,0.4085588775829562
PRY,Paraguay,2015,Total,0.4195289884084195
PRY,Paraguay,2020,Años de escolarización,0.3299514972657738
PRY,Paraguay,2020,Democracia liberal,0.421
PRY,Paraguay,2020,PIB per cápita,0.6310966649187124
PRY,Paraguay,2020,Esperanza de vida,0.408378408770156
PRY,Paraguay,2020,Total,0.434983430738178
QAT,Qatar,1870,Años de escolarización,0.0024700384609097
QAT,Qatar,1870,Democracia liberal,0.056
QAT,Qatar,1870,PIB per cápita,0.3162676237715045
QAT,Qatar,1870,Esperanza de vida,0.0191747201441465
QAT,Qatar,1870,Total,0.0302634808353429
QAT,Qatar,1880,Años de escolarización,0.0024700384609097
QAT,Qatar,1880,Democracia liberal,0.034
QAT,Qatar,1880,PIB per cápita,0.3257390390222783
QAT,Qatar,1880,Esperanza de vida,0.0191747201441465
QAT,Qatar,1880,Total,0.0269119625285133
QAT,Qatar,1890,Años de escolarización,0.0024700384609097
QAT,Qatar,1890,Democracia liberal,0.035
QAT,Qatar,1890,PIB per cápita,0.3352104542730521
QAT,Qatar,1890,Esperanza de vida,0.0191747201441465
QAT,Qatar,1890,Total,0.0273026365092376
QAT,Qatar,1900,Años de escolarización,0.0024700384609097
QAT,Qatar,1900,Democracia liberal,0.046
QAT,Qatar,1900,PIB per cápita,0.3446818695238259
QAT,Qatar,1900,Esperanza de vida,0.0191747201441465
QAT,Qatar,1900,Total,0.0294375902094033
QAT,Qatar,1913,Años de escolarización,0.0030218763317935
QAT,Qatar,1913,Democracia liberal,0.046
QAT,Qatar,1913,PIB per cápita,0.3571136089216838
QAT,Qatar,1913,Esperanza de vida,0.0232009681249192
QAT,Qatar,1913,Total,0.0327594616894716
QAT,Qatar,1925,Años de escolarización,0.0060686860445703
QAT,Qatar,1925,Democracia liberal,0.049
QAT,Qatar,1925,PIB per cápita,0.3636247000253735
QAT,Qatar,1925,Esperanza de vida,0.0232009681249192
QAT,Qatar,1925,Total,0.0397981201177576
QAT,Qatar,1929,Años de escolarización,0.0182501191693048
QAT,Qatar,1929,Democracia liberal,0.049
QAT,Qatar,1929,PIB per cápita,0.3730961152761472
QAT,Qatar,1929,Esperanza de vida,0.0232009681249192
QAT,Qatar,1929,Total,0.0527469260041584
QAT,Qatar,1933,Años de escolarización,0.0232909009405696
QAT,Qatar,1933,Democracia liberal,0.051
QAT,Qatar,1933,PIB per cápita,0.385527854674005
QAT,Qatar,1933,Esperanza de vida,0.0232009681249192
QAT,Qatar,1933,Total,0.057092568725685
QAT,Qatar,1938,Años de escolarización,0.027319648629652
QAT,Qatar,1938,Democracia liberal,0.051
QAT,Qatar,1938,PIB per cápita,0.3920389457776948
QAT,Qatar,1938,Esperanza de vida,0.0232009681249192
QAT,Qatar,1938,Total,0.0596650695757601
QAT,Qatar,1950,Años de escolarización,0.042479570704242
QAT,Qatar,1950,Democracia liberal,0.053
QAT,Qatar,1950,PIB per cápita,0.9291156079781128
QAT,Qatar,1950,Esperanza de vida,0.1349825305656175
QAT,Qatar,1950,Total,0.1296285990811717
QAT,Qatar,1955,Años de escolarización,0.0556942739367227
QAT,Qatar,1955,Democracia liberal,0.053
QAT,Qatar,1955,PIB per cápita,0.9330783898001602
QAT,Qatar,1955,Esperanza de vida,0.1555913176946732
QAT,Qatar,1955,Total,0.1438790218259163
QAT,Qatar,1960,Años de escolarización,0.068509323670363
QAT,Qatar,1960,Democracia liberal,0.059
QAT,Qatar,1960,PIB per cápita,0.9415846140940902
QAT,Qatar,1960,Esperanza de vida,0.172874954255589
QAT,Qatar,1960,Total,0.1601578687104348
QAT,Qatar,1965,Años de escolarización,0.0889195061653298
QAT,Qatar,1965,Democracia liberal,0.058
QAT,Qatar,1965,PIB per cápita,0.9024247104503847
QAT,Qatar,1965,Esperanza de vida,0.2052774138456945
QAT,Qatar,1965,Total,0.1758102921139981
QAT,Qatar,1970,Años de escolarización,0.107218212162198
QAT,Qatar,1970,Democracia liberal,0.064
QAT,Qatar,1970,PIB per cápita,0.9404063372237378
QAT,Qatar,1970,Esperanza de vida,0.2397366478215384
QAT,Qatar,1970,Total,0.1983237052401287
QAT,Qatar,1975,Años de escolarización,0.1237076935734984
QAT,Qatar,1975,Democracia liberal,0.076
QAT,Qatar,1975,PIB per cápita,0.949375216846238
QAT,Qatar,1975,Esperanza de vida,0.2741355085123297
QAT,Qatar,1975,Total,0.2224095192670172
QAT,Qatar,1980,Años de escolarización,0.1406076207017188
QAT,Qatar,1980,Democracia liberal,0.077
QAT,Qatar,1980,PIB per cápita,0.920233871569916
QAT,Qatar,1980,Esperanza de vida,0.296210177946046
QAT,Qatar,1980,Total,0.233077013151323
QAT,Qatar,1985,Años de escolarización,0.1564332443185187
QAT,Qatar,1985,Democracia liberal,0.077
QAT,Qatar,1985,PIB per cápita,0.7546624592989649
QAT,Qatar,1985,Esperanza de vida,0.3177891845313704
QAT,Qatar,1985,Total,0.231834416744876
QAT,Qatar,1990,Años de escolarización,0.1717896929401789
QAT,Qatar,1990,Democracia liberal,0.085
QAT,Qatar,1990,PIB per cápita,0.6982803876985486
QAT,Qatar,1990,Esperanza de vida,0.4251713193558302
QAT,Qatar,1990,Total,0.2565975223291395
QAT,Qatar,1995,Años de escolarización,0.1940050463491731
QAT,Qatar,1995,Democracia liberal,0.086
QAT,Qatar,1995,PIB per cápita,0.7088209719489149
QAT,Qatar,1995,Esperanza de vida,0.43107457375047
QAT,Qatar,1995,Total,0.2672084027260734
QAT,Qatar,2000,Años de escolarización,0.2141092122357809
QAT,Qatar,2000,Democracia liberal,0.092
QAT,Qatar,2000,PIB per cápita,0.7675609907332687
QAT,Qatar,2000,Esperanza de vida,0.4443139727000175
QAT,Qatar,2000,Total,0.2862902196099225
QAT,Qatar,2005,Años de escolarización,0.2457605893923576
QAT,Qatar,2005,Democracia liberal,0.105
QAT,Qatar,2005,PIB per cápita,0.7754316312459575
QAT,Qatar,2005,Esperanza de vida,0.4753429685199848
QAT,Qatar,2005,Total,0.3122935621222358
QAT,Qatar,2010,Años de escolarización,0.3048452972805628
QAT,Qatar,2010,Democracia liberal,0.107
QAT,Qatar,2010,PIB per cápita,0.7906417090387701
QAT,Qatar,2010,Esperanza de vida,0.5488537006606539
QAT,Qatar,2010,Total,0.3449251793885234
QAT,Qatar,2015,Años de escolarización,0.388697624852331
QAT,Qatar,2015,Democracia liberal,0.101
QAT,Qatar,2015,PIB per cápita,0.7991663527604558
QAT,Qatar,2015,Esperanza de vida,0.6175305637713218
QAT,Qatar,2015,Total,0.3730845177758415
QAT,Qatar,2020,Años de escolarización,0.4053894186388433
QAT,Qatar,2020,Democracia liberal,0.094
QAT,Qatar,2020,PIB per cápita,0.7800002894782739
QAT,Qatar,2020,Esperanza de vida,0.5747465314429158
QAT,Qatar,2020,Total,0.3615287555812056
ROU,Rumania,1870,Años de escolarización,0.0077075764808467
ROU,Rumania,1870,Democracia liberal,0.149
ROU,Rumania,1870,PIB per cápita,0.3626242638331006
ROU,Rumania,1870,Esperanza de vida,0.0405821961945975
ROU,Rumania,1870,Total,0.064117138131981
ROU,Rumania,1880,Años de escolarización,0.0100515733959239
ROU,Rumania,1880,Democracia liberal,0.15
ROU,Rumania,1880,PIB per cápita,0.3914919448549644
ROU,Rumania,1880,Esperanza de vida,0.0438750217837931
ROU,Rumania,1880,Total,0.0713372511774337
ROU,Rumania,1890,Años de escolarización,0.0132002286761038
ROU,Rumania,1890,Democracia liberal,0.15
ROU,Rumania,1890,PIB per cápita,0.4099872954191715
ROU,Rumania,1890,Esperanza de vida,0.0490888900109327
ROU,Rumania,1890,Total,0.0794523196659503
ROU,Rumania,1900,Años de escolarización,0.0211913674603528
ROU,Rumania,1900,Democracia liberal,0.163
ROU,Rumania,1900,PIB per cápita,0.4306565481659814
ROU,Rumania,1900,Esperanza de vida,0.0626427449577388
ROU,Rumania,1900,Total,0.0982510285259046
ROU,Rumania,1913,Años de escolarización,0.0350790556703162
ROU,Rumania,1913,Democracia liberal,0.163
ROU,Rumania,1913,PIB per cápita,0.4643574652291846
ROU,Rumania,1913,Esperanza de vida,0.0759072751052511
ROU,Rumania,1913,Total,0.1191496669842684
ROU,Rumania,1925,Años de escolarización,0.074449443512888
ROU,Rumania,1925,Democracia liberal,0.165
ROU,Rumania,1925,PIB per cápita,0.4134003804746724
ROU,Rumania,1925,Esperanza de vida,0.0848720673291405
ROU,Rumania,1925,Total,0.1440854951341054
ROU,Rumania,1929,Años de escolarización,0.0894322193998329
ROU,Rumania,1929,Democracia liberal,0.162
ROU,Rumania,1929,PIB per cápita,0.3972945801103074
ROU,Rumania,1929,Esperanza de vida,0.0989815097372133
ROU,Rumania,1929,Total,0.1544966028289949
ROU,Rumania,1933,Años de escolarización,0.1043892788233086
ROU,Rumania,1933,Democracia liberal,0.153
ROU,Rumania,1933,PIB per cápita,0.4017540909317154
ROU,Rumania,1933,Esperanza de vida,0.0989815097372133
ROU,Rumania,1933,Total,0.1587506190038977
ROU,Rumania,1938,Años de escolarización,0.1233946870152425
ROU,Rumania,1938,Democracia liberal,0.085
ROU,Rumania,1938,PIB per cápita,0.4094513361807152
ROU,Rumania,1938,Esperanza de vida,0.1395580934299362
ROU,Rumania,1938,Total,0.1564653502811995
ROU,Rumania,1950,Años de escolarización,0.1721183365514494
ROU,Rumania,1950,Democracia liberal,0.031
ROU,Rumania,1950,PIB per cápita,0.4014073895258541
ROU,Rumania,1950,Esperanza de vida,0.2396780045238077
ROU,Rumania,1950,Total,0.1505222128605297
ROU,Rumania,1955,Años de escolarización,0.2018673994070829
ROU,Rumania,1955,Democracia liberal,0.033
ROU,Rumania,1955,PIB per cápita,0.4483680855617084
ROU,Rumania,1955,Esperanza de vida,0.2620945360727704
ROU,Rumania,1955,Total,0.1672700539218189
ROU,Rumania,1960,Años de escolarización,0.2250309727041072
ROU,Rumania,1960,Democracia liberal,0.034
ROU,Rumania,1960,PIB per cápita,0.4736707832179795
ROU,Rumania,1960,Esperanza de vida,0.2878951780774042
ROU,Rumania,1960,Total,0.1797248172833759
ROU,Rumania,1965,Años de escolarización,0.2288814307863833
ROU,Rumania,1965,Democracia liberal,0.043
ROU,Rumania,1965,PIB per cápita,0.515584646674215
ROU,Rumania,1965,Esperanza de vida,0.327430811287274
ROU,Rumania,1965,Total,0.2018945677988227
ROU,Rumania,1970,Años de escolarización,0.2374455648414172
ROU,Rumania,1970,Democracia liberal,0.044
ROU,Rumania,1970,PIB per cápita,0.5446236304594135
ROU,Rumania,1970,Esperanza de vida,0.3282962169314919
ROU,Rumania,1970,Total,0.2078953494339936
ROU,Rumania,1975,Años de escolarización,0.2675170142590061
ROU,Rumania,1975,Democracia liberal,0.043
ROU,Rumania,1975,PIB per cápita,0.5895540474589961
ROU,Rumania,1975,Esperanza de vida,0.3451818607862386
ROU,Rumania,1975,Total,0.2199621032868154
ROU,Rumania,1980,Años de escolarización,0.2892739915850635
ROU,Rumania,1980,Democracia liberal,0.043
ROU,Rumania,1980,PIB per cápita,0.6049619477575853
ROU,Rumania,1980,Esperanza de vida,0.344903326130297
ROU,Rumania,1980,Total,0.2257100106140482
ROU,Rumania,1985,Años de escolarización,0.3218522950208755
ROU,Rumania,1985,Democracia liberal,0.043
ROU,Rumania,1985,PIB per cápita,0.6058709594592403
ROU,Rumania,1985,Esperanza de vida,0.3453080081191617
ROU,Rumania,1985,Total,0.2319679386164753
ROU,Rumania,1990,Años de escolarización,0.3448039107433083
ROU,Rumania,1990,Democracia liberal,0.243
ROU,Rumania,1990,PIB per cápita,0.5783478232818544
ROU,Rumania,1990,Esperanza de vida,0.3469806635743224
ROU,Rumania,1990,Total,0.3600959266977772
ROU,Rumania,1995,Años de escolarización,0.3702096821340737
ROU,Rumania,1995,Democracia liberal,0.397
ROU,Rumania,1995,PIB per cápita,0.5642966507449313
ROU,Rumania,1995,Esperanza de vida,0.3443472265060627
ROU,Rumania,1995,Total,0.4110887438303137
ROU,Rumania,2000,Años de escolarización,0.3903428307451177
ROU,Rumania,2000,Democracia liberal,0.435
ROU,Rumania,2000,PIB per cápita,0.5652528568609454
ROU,Rumania,2000,Esperanza de vida,0.3726775211667552
ROU,Rumania,2000,Total,0.4348884334814306
ROU,Rumania,2005,Años de escolarización,0.411060059197897
ROU,Rumania,2005,Democracia liberal,0.468
ROU,Rumania,2005,PIB per cápita,0.6154479159116072
ROU,Rumania,2005,Esperanza de vida,0.36120726366772
ROU,Rumania,2005,Total,0.4547521159577819
ROU,Rumania,2010,Años de escolarización,0.433009040028805
ROU,Rumania,2010,Democracia liberal,0.544
ROU,Rumania,2010,PIB per cápita,0.6497953668678398
ROU,Rumania,2010,Esperanza de vida,0.4254802500187047
ROU,Rumania,2010,Total,0.505170486385851
ROU,Rumania,2015,Años de escolarización,0.4700470157050314
ROU,Rumania,2015,Democracia liberal,0.606
ROU,Rumania,2015,PIB per cápita,0.6714869593539281
ROU,Rumania,2015,Esperanza de vida,0.4434254208840089
ROU,Rumania,2015,Total,0.5396572592802056
ROU,Rumania,2020,Años de escolarización,0.5143979623883695
ROU,Rumania,2020,Democracia liberal,0.567
ROU,Rumania,2020,PIB per cápita,0.7026550297454943
ROU,Rumania,2020,Esperanza de vida,0.4568271644716635
ROU,Rumania,2020,Total,0.5531515002562474
RUS,Rusia,1870,Años de escolarización,0.0228486915393605
RUS,Rusia,1870,Democracia liberal,0.094
RUS,Rusia,1870,PIB per cápita,0.3300436363468015
RUS,Rusia,1870,Esperanza de vida,0.03431612217927
RUS,Rusia,1870,Total,0.0702287097012282
RUS,Rusia,1880,Años de escolarización,0.0254769544002067
RUS,Rusia,1880,Democracia liberal,0.054
RUS,Rusia,1880,PIB per cápita,0.3243069335013463
RUS,Rusia,1880,Esperanza de vida,0.0380667977897589
RUS,Rusia,1880,Total,0.0641964425262299
RUS,Rusia,1890,Años de escolarización,0.0281240580158246
RUS,Rusia,1890,Democracia liberal,0.04
RUS,Rusia,1890,PIB per cápita,0.3518672455724624
RUS,Rusia,1890,Esperanza de vida,0.0437499648788463
RUS,Rusia,1890,Total,0.0645094934431174
RUS,Rusia,1900,Años de escolarización,0.0307902744583958
RUS,Rusia,1900,Democracia liberal,0.039
RUS,Rusia,1900,PIB per cápita,0.4042347516559539
RUS,Rusia,1900,Esperanza de vida,0.0515054495921335
RUS,Rusia,1900,Total,0.0707116952306767
RUS,Rusia,1913,Años de escolarización,0.0334758817363258
RUS,Rusia,1913,Democracia liberal,0.073
RUS,Rusia,1913,PIB per cápita,0.4314982100650614
RUS,Rusia,1913,Esperanza de vida,0.0555375063316691
RUS,Rusia,1913,Total,0.0874792527906626
RUS,Rusia,1925,Años de escolarización,0.0577946709520143
RUS,Rusia,1925,Democracia liberal,0.018
RUS,Rusia,1925,PIB per cápita,0.3903667349282477
