"decil","codigo","desagregacion","gran_categoria","categoria","subcategoria","rubro","instrumento","variable","valor"
"4","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Concentración per cápita (en dólares PPP 2011)","1.16307301185008"
"5","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Concentración per cápita (en dólares PPP 2011)","1.06285051515873"
"6","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Concentración per cápita (en dólares PPP 2011)","0.818350685233607"
"7","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Concentración per cápita (en dólares PPP 2011)","0.698127205874567"
"8","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Concentración per cápita (en dólares PPP 2011)","0.607070160342819"
"9","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Concentración per cápita (en dólares PPP 2011)","0.410334597164408"
"10","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Concentración per cápita (en dólares PPP 2011)","0.268056168222523"
"1","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.899421371172466"
"2","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.269407224151629"
"3","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.130750400010718"
"4","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.085878389075649"
"5","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0613997650237018"
"6","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0375701624364287"
"7","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0255905971390032"
"8","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0173190295320877"
"9","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00852684735960616"
"10","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00292188097897253"
"1","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Participación en la concentración","0.155679068458783"
"2","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Participación en la concentración","0.182277248447041"
"3","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Participación en la concentración","0.136922974180887"
"4","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Participación en la concentración","0.121201694557362"
"5","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Participación en la concentración","0.111271323056925"
"6","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Participación en la concentración","0.085455297917573"
"7","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Participación en la concentración","0.07286629435878"
"8","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Participación en la concentración","0.0634671601523825"
"9","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Participación en la concentración","0.0428596911526649"
"10","3.1.2.2.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación primaria","Participación en la concentración","0.0279992477176015"
"1","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Concentración per cápita (en dólares PPP 2011)","1.31178338265865"
"2","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Concentración per cápita (en dólares PPP 2011)","1.76842589348527"
"3","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Concentración per cápita (en dólares PPP 2011)","1.42286345829614"
"4","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Concentración per cápita (en dólares PPP 2011)","1.40513164530708"
"5","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Concentración per cápita (en dólares PPP 2011)","1.3762678693252"
"6","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Concentración per cápita (en dólares PPP 2011)","1.16413845307415"
"7","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Concentración per cápita (en dólares PPP 2011)","1.03027099234002"
"8","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Concentración per cápita (en dólares PPP 2011)","0.838591328932622"
"9","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Concentración per cápita (en dólares PPP 2011)","0.560941058918485"
"10","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Concentración per cápita (en dólares PPP 2011)","0.305245927726392"
"1","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.791457794911779"
"2","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.273028350175135"
"3","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.141915133296016"
"4","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.103751390418938"
"5","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0795055584779181"
"6","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0534451446912439"
"7","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0377656817942594"
"8","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0239240683201017"
"9","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0116564842940049"
"10","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00332725889520355"
"1","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Participación en la concentración","0.117278809673021"
"2","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Participación en la concentración","0.158145099508463"
"3","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Participación en la concentración","0.127229193577275"
"4","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Participación en la concentración","0.125355529394397"
"5","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Participación en la concentración","0.123349900236138"
"6","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Participación en la concentración","0.104070812231998"
"7","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Participación en la concentración","0.0920594467442633"
"8","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Participación en la concentración","0.0750559825208628"
"9","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Participación en la concentración","0.0501594653210693"
"10","3.1.2.2.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación secundaria","Participación en la concentración","0.0272957607925125"
"1","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Concentración per cápita (en dólares PPP 2011)","0.224446871626183"
"2","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Concentración per cápita (en dólares PPP 2011)","0.352029864410966"
"3","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Concentración per cápita (en dólares PPP 2011)","0.376009808528993"
"4","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Concentración per cápita (en dólares PPP 2011)","0.465309763310894"
"5","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Concentración per cápita (en dólares PPP 2011)","0.531191914580377"
"6","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Concentración per cápita (en dólares PPP 2011)","0.626665987555918"
"7","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Concentración per cápita (en dólares PPP 2011)","0.679457817996851"
"8","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Concentración per cápita (en dólares PPP 2011)","0.697473892409654"
"9","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Concentración per cápita (en dólares PPP 2011)","0.704838120614486"
"10","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Concentración per cápita (en dólares PPP 2011)","0.610624957343065"
"1","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.135418872079378"
"2","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0543501050547715"
"3","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0375028832084151"
"4","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0343573038727356"
"5","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0306864025303263"
"6","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0287699923403131"
"7","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0249062508193208"
"8","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0198981464245936"
"9","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0146466983511589"
"10","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0066559686351463"
"1","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Participación en la concentración","0.0425966940051012"
"2","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Participación en la concentración","0.0668272046549825"
"3","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Participación en la concentración","0.0713719620208725"
"4","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Participación en la concentración","0.0881198114073959"
"5","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Participación en la concentración","0.101063003489906"
"6","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Participación en la concentración","0.118922860368781"
"7","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Participación en la concentración","0.128879636246889"
"8","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Participación en la concentración","0.132515846809314"
"9","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Participación en la concentración","0.133791944658198"
"10","3.1.2.2.04","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación superior","Participación en la concentración","0.11591103633856"
"1","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Concentración per cápita (en dólares PPP 2011)","1.27943708943178"
"2","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Concentración per cápita (en dólares PPP 2011)","0.803662821768857"
"3","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Concentración per cápita (en dólares PPP 2011)","0.936127788054486"
"4","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Concentración per cápita (en dólares PPP 2011)","1.01228335365376"
"5","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Concentración per cápita (en dólares PPP 2011)","1.001083013534"
"6","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Concentración per cápita (en dólares PPP 2011)","1.20188133098236"
"7","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Concentración per cápita (en dólares PPP 2011)","1.22863312039394"
"8","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Concentración per cápita (en dólares PPP 2011)","1.34151481393772"
"9","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Concentración per cápita (en dólares PPP 2011)","1.63317980076308"
"10","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Concentración per cápita (en dólares PPP 2011)","2.0293329697589"
"1","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.771941824325979"
"2","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.124077992260224"
"3","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0933685513175975"
"4","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0747444595602786"
"5","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0578315209180923"
"6","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.055177905571654"
"7","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0450368571100876"
"8","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0382719102306069"
"9","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0339378521044354"
"10","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0221202498105476"
"1","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Participación en la concentración","0.102607667776986"
"2","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Participación en la concentración","0.064468298375196"
"3","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Participación en la concentración","0.0750865484442752"
"4","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Participación en la concentración","0.0810087687846267"
"5","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Participación en la concentración","0.0804839680157269"
"6","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Participación en la concentración","0.0963805397966194"
"7","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Participación en la concentración","0.0984787579629266"
"8","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Participación en la concentración","0.107704506614722"
"9","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Participación en la concentración","0.131000551544073"
"10","3.2","2","Transferencias y subsidios","Subsidios","","","Total – Subsidios","Participación en la concentración","0.162780392684848"
"1","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Concentración per cápita (en dólares PPP 2011)","0.257207501690413"
"2","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Concentración per cápita (en dólares PPP 2011)","0.201365669801118"
"3","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Concentración per cápita (en dólares PPP 2011)","0.216759315612698"
"4","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Concentración per cápita (en dólares PPP 2011)","0.199961892389834"
"5","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Concentración per cápita (en dólares PPP 2011)","0.19729608956702"
"6","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Concentración per cápita (en dólares PPP 2011)","0.227844585114202"
"7","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Concentración per cápita (en dólares PPP 2011)","0.199914708586111"
"8","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Concentración per cápita (en dólares PPP 2011)","0.216442514296896"
"9","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Concentración per cápita (en dólares PPP 2011)","0.206866004353262"
"10","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Concentración per cápita (en dólares PPP 2011)","0.212085015202038"
"1","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.155184830676906"
"2","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0310889683363303"
"3","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0216193809665797"
"4","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0147646837472751"
"5","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0113975891875078"
"6","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0104602564981756"
"7","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00732808681074027"
"8","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00617486172436872"
"9","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00429872317664977"
"10","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00231178105675789"
"1","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Participación en la concentración","0.120410954402219"
"2","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Participación en la concentración","0.0942929553999612"
"3","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Participación en la concentración","0.101490703493706"
"4","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Participación en la concentración","0.0934111377988701"
"5","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Participación en la concentración","0.0925932339292508"
"6","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Participación en la concentración","0.106656656287965"
"7","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Participación en la concentración","0.0935376769518664"
"8","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Participación en la concentración","0.10143841638878"
"9","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Participación en la concentración","0.0968611760649451"
"10","3.2.01","9","Transferencias y subsidios","Subsidios","Subsidios","","Colectivo","Participación en la concentración","0.0993070892824377"
"1","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Concentración per cápita (en dólares PPP 2011)","0.64588812030204"
"2","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Concentración per cápita (en dólares PPP 2011)","0.348860794074922"
"3","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Concentración per cápita (en dólares PPP 2011)","0.441400279671676"
"4","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Concentración per cápita (en dólares PPP 2011)","0.504769460297261"
"5","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Concentración per cápita (en dólares PPP 2011)","0.515614489313176"
"6","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Concentración per cápita (en dólares PPP 2011)","0.63641141172884"
"7","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Concentración per cápita (en dólares PPP 2011)","0.671411073562596"
"8","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Concentración per cápita (en dólares PPP 2011)","0.751322569111602"
"9","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Concentración per cápita (en dólares PPP 2011)","0.971464536300278"
"10","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Concentración per cápita (en dólares PPP 2011)","1.23228444304306"
"1","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.389693294039072"
"2","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0538608303565065"
"3","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0440248705251852"
"4","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0372709087591666"
"5","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0297865109299185"
"6","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0292174009828366"
"7","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0246112888219015"
"8","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0214343886631155"
"9","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0201872566279955"
"10","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0134322164592844"
"1","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Participación en la concentración","0.0961054975444312"
"2","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Participación en la concentración","0.0519223749339746"
"3","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Participación en la concentración","0.0656885480873249"
"4","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Participación en la concentración","0.0749467944112667"
"5","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Participación en la concentración","0.0769120620314884"
"6","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Participación en la concentración","0.0946881819810444"
"7","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Participación en la concentración","0.0998478915341714"
"8","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Participación en la concentración","0.111916699034495"
"9","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Participación en la concentración","0.144575975038162"
"10","3.2.02","9","Transferencias y subsidios","Subsidios","Subsidios","","Electricidad","Participación en la concentración","0.183395975403642"
"1","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Concentración per cápita (en dólares PPP 2011)","0.103441029191004"
"2","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Concentración per cápita (en dólares PPP 2011)","0.112525642910217"
"3","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Concentración per cápita (en dólares PPP 2011)","0.0956631536754594"
"4","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Concentración per cápita (en dólares PPP 2011)","0.0856591863016733"
"5","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Concentración per cápita (en dólares PPP 2011)","0.0662962318338772"
"6","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Concentración per cápita (en dólares PPP 2011)","0.0565995971373618"
"7","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Concentración per cápita (en dólares PPP 2011)","0.040633600352026"
"8","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Concentración per cápita (en dólares PPP 2011)","0.0273423634573738"
"9","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Concentración per cápita (en dólares PPP 2011)","0.0211121755961028"
"10","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Concentración per cápita (en dólares PPP 2011)","0.01022961460218"
"1","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0624106159211965"
