"anio","codigo","finalidades","funciones","subfunciones","gasto_publico_consolidado"
"1987","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"6.85324557697903"
"1988","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"5.96020575563641"
"1989","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"7.08307466382017"
"1990","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"7.93174124068069"
"1991","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"8.38535422870219"
"1992","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"8.4515674574607"
"1993","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"7.88298437759021"
"1994","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"8.23245015586558"
"1995","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"8.37800646322159"
"1996","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"8.00380379924481"
"1997","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"7.50334502343187"
"1998","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"7.45287674018885"
"1999","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"7.89575508986267"
"2000","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"7.94913233213158"
"2001","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"8.16520463077484"
"2002","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"7.09194742235368"
"2003","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"6.5855647434991"
"2004","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"5.85120566071794"
"2005","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"5.61542962424662"
"2006","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"5.89770146651995"
"2007","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"7.18765899189452"
"2008","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"7.45324634302832"
"2009","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"8.83054647749483"
"2010","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"8.41209150218818"
"2011","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"8.69429912387795"
"2012","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"9.85252065200946"
"2013","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"10.2788332596299"
"2014","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"10.1149808678081"
"2015","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"11.1386578428515"
"2016","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"11.266580224456"
"2017","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"11.7874932566281"
"2018","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"10.9525048534301"
"2019","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"10.9188354782771"
"2020","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"12.1348711968218"
"2021","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"10.2521426594551"
"2022","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"10.0249198460687"
"2023","1.2.6","GASTO PÚBLICO SOCIAL","Previsión social",,"9.79877955508495"
"1980","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0258275688257885"
"1981","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0208424306423573"
"1982","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0151024124870568"
"1983","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0143365431854406"
"1984","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0184254903091953"
"1985","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0223759112514986"
"1986","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0204573308218199"
"1987","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0219165369814062"
"1988","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0199555794200969"
"1989","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0147358481397672"
"1990","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0189107425398632"
"1991","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0261046134765201"
"1992","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.0365412777305371"
"1993","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.200275555257039"
"1994","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.238631571118759"
"1995","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.225983079012911"
"1996","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.264464537027145"
"1997","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.274759928380136"
"1998","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.289838784022887"
"1999","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.300993611721668"
"2000","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.298483793867465"
"2001","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.408042657916453"
"2002","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","1.03558473939052"
"2003","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","1.27060188560372"
"2004","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.978522546457258"
"2005","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.782044707750431"
"2006","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.618477882613653"
"2007","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.457440350702825"
"2008","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.36863021800063"
"2009","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.398414546049387"
"2010","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.285002296584543"
"2011","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.26848118668919"
"2012","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.254669584923563"
"2013","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.247447444746234"
"2014","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.222169319310221"
"2015","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.224033407129116"
"2016","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.211871406378167"
"2017","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.244754694540347"
"2018","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.191596240696082"
"2019","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.200787355136753"
"2020","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","1.05708998125294"
"2021","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.436668644067172"
"2022","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.176286212613073"
"2023","1.2.7.1","GASTO PÚBLICO SOCIAL","Trabajo","Programas de empleo y seguro de desempleo","0.211971363356369"
"1980","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.770671174153506"
"1981","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.50716581229736"
"1982","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.337817121421007"
"1983","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.446943758741588"
"1984","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.385526904624868"
"1985","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.439728716075504"
"1986","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.689500565992154"
"1987","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.592636725338604"
"1988","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.344464142061307"
"1989","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.359029825662931"
"1990","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.375265091656294"
"1991","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.661211416469115"
"1992","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.592721106562869"
"1993","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.643942640264332"
"1994","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.669167073610244"
"1995","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.739539621787495"
"1996","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.645259978778878"
"1997","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.586862968097556"
"1998","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.574266012706238"
"1999","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.670490102112332"
"2000","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.659226469851449"
"2001","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.674632638875778"
"2002","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.509661626440251"
"2003","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.465899071685656"
"2004","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.401099790577216"
"2005","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.467626106043242"
"2006","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.451879871132849"
"2007","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.510240486746307"
"2008","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.559033148398324"
"2009","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.689048592526544"
"2010","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.909066790849426"
"2011","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.920404212129387"
"2012","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.864368635182414"
"2013","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.939759551225438"
"2014","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.96582858869896"
"2015","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","1.03646004801647"
"2016","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","1.23490641412986"
"2017","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","1.25082988232968"
"2018","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","1.19282271152917"
"2019","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","1.1603473284709"
"2020","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","1.27667732775159"
"2021","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","1.11474048143197"
"2022","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","1.04987231924594"
"2023","1.2.7.2","GASTO PÚBLICO SOCIAL","Trabajo","Asignaciones familiares","0.705148935609699"
"1980","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.607884128050547"
"1981","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.626700686065961"
"1982","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.403470278974099"
"1983","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.449462037220989"
"1984","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.457362174219519"
"1985","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.613467213368809"
"1986","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.734233369566506"
"1987","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.800108900285913"
"1988","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.711549886908722"
"1989","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.64302165749272"
"1990","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.788792214954466"
"1991","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.918132401994428"
"1992","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.93996025115321"
"1993","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"1.06140263696789"
"1994","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.99672033324937"
"1995","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.894869647537242"
"1996","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.805970978704528"
"1997","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.764905921837046"
"1998","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.862372523629254"
"1999","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.9167270035877"
"2000","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.804333266329762"
"2001","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.792274987016127"
"2002","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.632561205521211"
"2003","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.647464540718078"
"2004","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.640234282925474"
"2005","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.687422388874607"
"2006","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.718497583195287"
"2007","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.751516014441846"
"2008","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.773339344538262"
"2009","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.832600537187116"
"2010","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.826336889373488"
"2011","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.809814222834028"
"2012","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.843077373443594"
"2013","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.931631041197384"
"2014","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.955647726056811"
"2015","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.968787059279514"
"2016","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.955078099712641"
"2017","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"1.00604214291775"
"2018","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.975392890474162"
"2019","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.98413523039915"
"2020","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.960227554342953"
"2021","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.994880786840875"
"2022","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.939506633756532"
"2023","1.2.8","GASTO PÚBLICO SOCIAL","Otros servicios urbanos",,"0.939485945415394"
"1980","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.515765636744978"
"1981","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.321040168457362"
"1982","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.275215046359756"
"1983","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.295178031305444"
"1984","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.367261280068554"
"1985","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.365961417797174"
"1986","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.451075680649824"
"1987","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.418283651819709"
"1988","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.383413907436353"
"1989","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.321358065331245"
"1990","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.267126209971294"
"1991","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.276441059002039"
"1992","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.22521504078193"
"1993","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.326075089917015"
"1994","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.343126672345278"
"1995","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.328081405566926"
"1996","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.309079027213115"
"1997","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.303562327436961"
"1998","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.336296205596558"
"1999","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.406291937927365"
"2000","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.36307838503075"
"2001","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.334162558863184"
"2002","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.286841331308964"
"2003","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.316202653516207"
"2004","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.323162440550596"
"2005","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.339026830465738"
"2006","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.319799179176612"
"2007","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.456815782794326"
"2008","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.683599065561914"
"2009","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.617234208112189"
"2010","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.622283472004678"
"2011","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.527024819315639"
"2012","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.466310013118508"
"2013","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.474146234596411"
"2014","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.407052737399189"
"2015","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.42997486132832"
"2016","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.391855393708049"
"2017","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.41778043537406"
"2018","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.371508277626083"
"2019","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.346857576055795"
"2020","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.37365528850476"
"2021","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.368961810016843"
"2022","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.417449810498629"
"2023","1.3.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Producción primaria",,"0.435872141886336"
"1980","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.42010967264516"
"1981","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.87076110964043"
"1982","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"3.18328690697263"
"1983","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.91983953193836"
"1984","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.68090019269312"
"1985","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.4878409261394"
"1986","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.32777720547556"
"1987","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.89723110176888"
"1988","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.54364204185512"
"1989","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.47878368153176"
"1990","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.83481517368424"
"1991","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.40517820334017"
"1992","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.31669092432226"
"1993","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.30629497407401"
"1994","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.750956239607822"
"1995","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.570232412038614"
"1996","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.378566490850542"
"1997","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.323512100286619"
"1998","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.305593350656602"
"1999","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.248451841295452"
"2000","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.262242765398609"
"2001","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.211457251086594"
"2002","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.205485581343294"
"2003","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.189074854306027"
"2004","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.615235204733717"
"2005","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.667165567712702"
"2006","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"0.852637335985896"
"2007","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.33653292914013"
"2008","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.85724238236107"
"2009","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.64282105025245"
"2010","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.9257787995748"
"2011","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.14082342650324"
"2012","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.27528737263334"
"2013","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.8321603202579"
"2014","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"4.38183638943483"
"2015","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"3.17954966347367"
"2016","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"3.12394199300038"
"2017","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.72437885965964"
"2018","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.55874515298175"
"2019","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.31656877890773"
